date,fund,company,ticker,shares,market value($),weight(%)
2021-03-08,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,400194.0,21854535.7,4.37
2021-03-08,PRNT,MICHELIN (CGDE),ML,34973.0,5275965.21,1.06
2021-03-08,PRNT,MICROSOFT CORP,MSFT,105875.0,24074916.25,4.82
2021-03-08,PRNT,MOOG INC-CLASS A,MOG/A,56905.0,4735065.05,0.95
2021-03-08,PRNT,MORGAN STANLEY GOVT INSTL 8035,,1211547.83,1211547.83,0.24
2021-03-08,PRNT,NUVASIVE INC,NUVA,78867.0,4950481.59,0.99
2021-03-08,PRNT,OC OERLIKON CORP AG-REG,OERL,448367.0,5124194.29,1.03
2021-03-08,PRNT,PROTO LABS INC,PRLB,134385.0,16431253.95,3.29
2021-03-08,PRNT,PTC INC,PTC,183371.0,21793643.35,4.36
2021-03-08,PRNT,PYROGENESIS CANADA INC,PYR,204800.0,1413695.17,0.28
2021-03-08,PRNT,RENISHAW PLC,RSW,303973.0,24153512.11,4.83
2021-03-08,PRNT,SANDVIK AB,SAND,24124.0,680934.08,0.14
2021-03-08,PRNT,SGL CARBON SE,SGL,109104.0,907293.65,0.18
2021-03-08,PRNT,SIEMENS AG-REG,SIE,31892.0,5082047.27,1.02
2021-03-08,PRNT,SLM SOLUTIONS GROUP AG,AM3D,1031963.0,18654720.47,3.73
2021-03-08,PRNT,STRATASYS LTD,SSYS,746542.0,16311942.7,3.26
2021-03-08,PRNT,STRAUMANN HOLDING AG-REG,STMN,21010.0,24123631.51,4.83
2021-03-08,PRNT,STRYKER CORP,SYK,18562.0,4380632.0,0.88
2021-03-08,PRNT,TORAY INDUSTRIES INC,3402,91708.0,588258.28,0.12
2021-03-08,PRNT,TRIMBLE INC,TRMB,326157.0,22680957.78,4.54
2021-03-08,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,116035.0,4928006.45,0.99
2021-03-08,PRNT,UNITED PARCEL SERVICE-CL B,UPS,27884.0,4485699.08,0.9
2021-03-08,PRNT,VOESTALPINE AG,VOE,16847.0,703679.61,0.14
2021-03-08,PRNT,XEROX HOLDINGS CORP,XRX UN,27451.0,732941.7,0.15
