date,fund,company,ticker,shares,market value($),weight(%)
2021-02-16,ARKW,MERCADOLIBRE INC,MELI,49997.0,96987680.39,1.03
2021-02-16,ARKW,MORGAN STANLEY GOVT INSTL 8035,,17988409.28,17988409.28,0.19
2021-02-16,ARKW,NANO DIMENSION LTD - ADR,NNDM,6058036.0,88023263.08,0.93
2021-02-16,ARKW,NETFLIX INC,NFLX,382807.0,213330684.96,2.26
2021-02-16,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,1209282.0,98677411.2,1.05
2021-02-16,ARKW,NVIDIA CORP,NVDA,290901.0,178383402.21,1.89
2021-02-16,ARKW,OKTA INC,OKTA,255493.0,72833389.51,0.77
2021-02-16,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,6102316.0,199850849.0,2.12
2021-02-16,ARKW,PAGERDUTY INC,PD,2195539.0,121610905.21,1.29
2021-02-16,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,4040066.0,112475437.44,1.19
2021-02-16,ARKW,PAYPAL HOLDINGS INC,PYPL,681523.0,207721395.17,2.2
2021-02-16,ARKW,PELOTON INTERACTIVE INC-A,PTON,735680.0,107320998.4,1.14
2021-02-16,ARKW,PINTEREST INC- CLASS A,PINS,1191451.0,106217856.65,1.13
2021-02-16,ARKW,PURE STORAGE INC - CLASS A,PSTG,5830034.0,163823955.4,1.74
2021-02-16,ARKW,ROKU INC,ROKU,753401.0,353872449.7,3.76
2021-02-16,ARKW,SALESFORCE.COM INC,CRM,423249.0,105215468.91,1.12
2021-02-16,ARKW,SEA LTD-ADR,SE,578651.0,160945989.14,1.71
2021-02-16,ARKW,SHOPIFY INC - CLASS A,SHOP,195592.0,288302608.0,3.06
2021-02-16,ARKW,SILVERGATE CAPITAL CORP-CL A,SI,620309.0,109341867.43,1.16
2021-02-16,ARKW,SKILLZ INC,SKLZ,1510234.0,60092210.86,0.64
2021-02-16,ARKW,SNAP INC - A,SNAP,2209330.0,138768017.3,1.47
2021-02-16,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,874766.0,309430977.18,3.28
2021-02-16,ARKW,SQUARE INC - A,SQ,1440728.0,397669742.56,4.22
2021-02-16,ARKW,SYNOPSYS INC,SNPS,313161.0,91026507.87,0.97
2021-02-16,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,680918.0,95362565.9,1.01
2021-02-16,ARKW,TELADOC HEALTH INC,TDOC,1304018.0,379743081.78,4.03
2021-02-16,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2755727.0,264825364.7,2.81
2021-02-16,ARKW,TESLA INC,TSLA,957704.0,762543078.88,8.09
2021-02-16,ARKW,TRADE DESK INC/THE -CLASS A,TTD,113901.0,98977690.98,1.05
2021-02-16,ARKW,TWILIO INC - A,TWLO,429578.0,180964028.28,1.92
2021-02-16,ARKW,TWITTER INC,TWTR,2725325.0,201565037.0,2.14
2021-02-16,ARKW,UNITY SOFTWARE INC,U,1079556.0,135387117.96,1.44
2021-02-16,ARKW,VERACYTE INC,VCYT,1645791.0,122874756.06,1.3
2021-02-16,ARKW,ZILLOW GROUP INC - C,Z,1026235.0,205144376.5,2.18
2021-02-16,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,425700.0,189227907.0,2.01
2021-02-16,ARKG,10X GENOMICS INC-CLASS A,TXG,1103961.0,212435215.23,1.67
2021-02-16,ARKG,1LIFE HEALTHCARE INC,ONEM,294125.0,17115133.75,0.13
2021-02-16,ARKG,908 DEVICES INC,MASS,619192.0,46439400.0,0.36
2021-02-16,ARKG,ABBVIE INC,ABBV,121900.0,12701980.0,0.1
