,date,fund,company,ticker,shares,market value($),weight(%)
287,01/22/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,199621.0,27000000.0,0.95
288,01/22/2021,ARKQ,APPLE INC,AAPL,205158.0,28530000.0,1.01
289,01/22/2021,ARKQ,SYNOPSYS INC,SNPS,221839.0,59930000.0,2.12
290,01/22/2021,ARKQ,XILINX INC,XLNX,227393.0,32500000.0,1.15
291,01/22/2021,ARKQ,EXPERIENCE INVESTMENT CORP-A,EXPC,281256.0,4190000.000000001,0.15
292,01/22/2021,ARKQ,TERADYNE INC,TER,329895.0,45510000.0,1.61
293,01/22/2021,ARKQ,CATERPILLAR INC,CAT,368334.0,70700000.0,2.5
294,01/22/2021,ARKQ,TESLA INC,TSLA,368779.0,312220000.0,11.04
295,01/22/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,387129.0,34980000.0,1.24
296,01/22/2021,ARKQ,DEERE & CO,DE,400354.0,122180000.0,4.32
297,01/22/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,490664.0,84540000.0,2.99
298,01/22/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,498149.0,125910000.0,4.45
299,01/22/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,551015.0,41880000.0,1.48
300,01/22/2021,ARKQ,AEROVIRONMENT INC,AVAV,563590.0,75100000.0,2.65
301,01/22/2021,ARKQ,FLIR SYSTEMS INC,FLIR,774989.0,42130000.0,1.49
302,01/22/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,816225.0,29100000.0,1.03
303,01/22/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,1197807.0,79560000.0,2.81
304,01/22/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,1229995.0,56640000.0,2.0
305,01/22/2021,ARKQ,JD.COM INC-ADR,JD,1271225.0,120650000.0,4.26
306,01/22/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,1731848.0,84860000.0,3.0
307,01/22/2021,ARKQ,TRIMBLE INC,TRMB,1778656.0,125860000.0,4.45
308,01/22/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1864901.0,63930000.0,2.26
309,01/22/2021,ARKQ,WORKHORSE GROUP INC,WKHS,2005498.0,47150000.0,1.67
310,01/22/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,2292808.0,66349999.99999999,2.35
311,01/22/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,6614452.0,95180000.0,3.36
312,01/22/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,729835.0,94250000.0,3.33
313,01/22/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,3472953.0,104010000.0,3.68
314,01/22/2021,ARKQ,MORGAN STANLEY GOVT INSTL 8035,,37544749.27,37540000.0,1.33
315,01/25/2021,ARKQ,MORGAN STANLEY GOVT INSTL 8035,,14254177.24,14250000.0,0.48
316,01/25/2021,ARKQ,MATERIALISE NV-ADR,MTLS,2280909.0,156150000.0,5.25
317,01/25/2021,ARKQ,STRATASYS LTD,SSYS,1544348.0,61770000.0,2.08
318,01/25/2021,ARKQ,PROTO LABS INC,PRLB,280592.0,58330000.0,1.96
319,01/25/2021,ARKQ,2U INC,TWOU,1201373.0,51910000.0,1.74
320,01/25/2021,ARKQ,EXONE CO/THE,XONE,997483.0,24530000.0,0.82
321,01/25/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO,197165.0,2850000.0,0.1
322,01/25/2021,ARKQ,SPLUNK INC,SPLK,957.0,160000.0,0.01
323,01/25/2021,ARKQ,AMAZON.COM INC,AMZN,9075.0,29890000.0,1.0
324,01/25/2021,ARKQ,ALPHABET INC-CL C,GOOG,53511.0,101640000.0,3.42
325,01/25/2021,ARKQ,HONEYWELL INTERNATIONAL INC,HON,54276.0,10960000.0,0.37
326,01/25/2021,ARKQ,NVIDIA CORP,NVDA,75736.0,41360000.0,1.39
327,01/25/2021,ARKQ,AUTODESK INC,ADSK,80224.0,23560000.0,0.79
328,01/25/2021,ARKQ,ANSYS INC,ANSS,92408.0,33990000.0,1.14
329,01/25/2021,ARKQ,ROCKWELL AUTOMATION INC,ROK,105929.0,27630000.0,0.93
330,01/25/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,109277.0,42180000.0,1.42
331,01/25/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,118252.0,40620000.0,1.37
332,01/25/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,208665.0,27970000.0,0.94
333,01/25/2021,ARKQ,APPLE INC,AAPL,214454.0,30650000.0,1.03
334,01/25/2021,ARKQ,SYNOPSYS INC,SNPS,231891.0,62520000.0,2.1
335,01/25/2021,ARKQ,XILINX INC,XLNX,237697.0,34500000.0,1.16
336,01/25/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46541.0,35000000.0,1.18
337,01/25/2021,ARKQ,EXPERIENCE INVESTMENT CORP-A,EXPC,294024.0,4300000.0,0.14
338,01/25/2021,ARKQ,TERADYNE INC,TER,344847.0,48320000.0,1.62
339,01/25/2021,ARKQ,CATERPILLAR INC,CAT,385022.0,72130000.0,2.42
340,01/25/2021,ARKQ,TESLA INC,TSLA,385495.0,339540000.0,11.41
341,01/25/2021,ARKQ,AEROVIRONMENT INC,AVAV,580736.0,77930000.0,2.62
342,01/25/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,404685.0,38850000.0,1.31
343,01/25/2021,ARKQ,DEERE & CO,DE,418498.0,124800000.0,4.19
344,01/25/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,512896.0,89460000.0,3.01
345,01/25/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,520717.0,132720000.0,4.46
346,01/25/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,575991.0,43660000.0,1.47
347,01/25/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,762903.0,99570000.0,3.35
348,01/25/2021,ARKQ,FLIR SYSTEMS INC,FLIR,810101.0,44170000.0,1.48
349,01/25/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,853213.0,31530000.0,1.06
350,01/25/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,1252071.0,88400000.0,2.97
351,01/25/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,1285743.0,63220000.0,2.12
352,01/25/2021,ARKQ,JD.COM INC-ADR,JD,1328821.0,130730000.0,4.39
353,01/25/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,1789713.0,87700000.0,2.95
354,01/25/2021,ARKQ,TRIMBLE INC,TRMB,1859240.0,131750000.0,4.43
355,01/25/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1949405.0,70180000.0,2.36
356,01/25/2021,ARKQ,WORKHORSE GROUP INC,WKHS,2096358.0,51800000.0,1.74
357,01/25/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,2396688.0,68280000.0,2.29
358,01/25/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,3630313.0,108800000.0,3.66
359,01/25/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,6914164.0,115190000.0,3.87
0,1/26/2021,ARKQ,2U INC,TWOU,1201373.0,51430778.13,1.72
1,1/26/2021,ARKQ,AEROVIRONMENT INC,AVAV,551433.0,69408871.71,2.32
2,1/26/2021,ARKQ,ALPHABET INC-CL C,GOOG,53760.0,103070822.4,3.45
3,1/26/2021,ARKQ,AMAZON.COM INC,AMZN,9117.0,30324327.21,1.01
4,1/26/2021,ARKQ,ANSYS INC,ANSS,92837.0,34037757.68,1.14
5,1/26/2021,ARKQ,APPLE INC,AAPL,215450.0,30843822.0,1.03
6,1/26/2021,ARKQ,AUTODESK INC,ADSK,80596.0,23513883.0,0.79
7,1/26/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,523135.0,129894420.5,4.35
8,1/26/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,1257885.0,85951282.05,2.88
9,1/26/2021,ARKQ,CATERPILLAR INC,CAT,386810.0,72414700.1,2.42
10,1/26/2021,ARKQ,DEERE & CO,DE,420442.0,124455036.42,4.16
11,1/26/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,209634.0,28401214.32,0.95
12,1/26/2021,ARKQ,EXONE CO/THE,XONE,997483.0,28488114.48,0.95
13,1/26/2021,ARKQ,EXPERIENCE INVESTMENT CORP-A,EXPC,311123.0,4526839.65,0.15
14,1/26/2021,ARKQ,FLIR SYSTEMS INC,FLIR,813863.0,44111374.6,1.48
15,1/26/2021,ARKQ,HONEYWELL INTERNATIONAL INC,HON,54528.0,10963399.68,0.37
16,1/26/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46757.0,35986525.05,1.2
17,1/26/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,1700525.0,82866583.25,2.77
18,1/26/2021,ARKQ,JD.COM INC-ADR,JD,1334992.0,129454174.24,4.33
19,1/26/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,2575897.0,72150874.97,2.41
20,1/26/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,3647170.0,106351477.2,3.56
21,1/26/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,118801.0,39286302.69,1.31
22,1/26/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,578667.0,42699837.93,1.43
23,1/26/2021,ARKQ,MATERIALISE NV-ADR,MTLS,2256014.0,153047989.76,5.12
24,1/26/2021,ARKQ,MORGAN STANLEY GOVT INSTL 8035,,5903508.11,5903508.11,0.2
25,1/26/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,6946273.0,108292396.07,3.62
26,1/26/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,1291713.0,61795549.92,2.07
27,1/26/2021,ARKQ,NVIDIA CORP,NVDA,76087.0,40889914.67,1.37
28,1/26/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,515278.0,86953162.5,2.91
29,1/26/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,197165.0,2612436.25,0.09
30,1/26/2021,ARKQ,PACCAR INC,PCAR,77700.0,7599837.0,0.25
31,1/26/2021,ARKQ,PROTO LABS INC,PRLB,280592.0,62852608.0,2.1
32,1/26/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,857176.0,31132632.32,1.04
33,1/26/2021,ARKQ,ROCKWELL AUTOMATION INC,ROK,130156.0,31816634.2,1.06
34,1/26/2021,ARKQ,SPLUNK INC,SPLK,960.0,166809.6,0.01
35,1/26/2021,ARKQ,STRATASYS LTD,SSYS,1544348.0,65464911.72,2.19
36,1/26/2021,ARKQ,SYNOPSYS INC,SNPS,232968.0,61990455.12,2.07
37,1/26/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,766446.0,97070385.9,3.25
38,1/26/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,109784.0,42121925.12,1.41
39,1/26/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,406563.0,37550158.68,1.26
40,1/26/2021,ARKQ,TERADYNE INC,TER,432475.0,59724797.5,2.0
41,1/26/2021,ARKQ,TESLA INC,TSLA,380410.0,335936266.9,11.24
42,1/26/2021,ARKQ,TRIMBLE INC,TRMB,1867874.0,130134781.58,4.35
43,1/26/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,1958456.0,82353074.8,2.76
44,1/26/2021,ARKQ,WORKHORSE GROUP INC,WKHS,2106093.0,67774072.74,2.27
45,1/26/2021,ARKQ,XILINX INC,XLNX,238801.0,34480476.39,1.15
