date,fund,company,ticker,shares,market value($),weight(%)
2021-04-09,ARKX,TAIWAN SEMICONDUCTOR-SP ADR,TSM,22273.0,2749156.39,0.42
2021-04-09,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,39089.0,16382199.9,2.52
2021-04-09,ARKX,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,76922.0,6186836.46,0.95
2021-04-09,ARKX,TERADYNE INC,TER,129220.0,17305142.4,2.66
2021-04-09,ARKX,THALES SA,HO,247106.0,25617913.36,3.94
2021-04-09,ARKX,THE 3D PRINTING ETF,PRNT,985775.0,38662095.5,5.95
2021-04-09,ARKX,TRIMBLE INC,TRMB,696598.0,56006479.2,8.61
2021-04-09,ARKX,VIRGIN GALACTIC HOLDINGS INC,SPCE,405051.0,11827489.2,1.82
2021-04-09,ARKX,WORKHORSE GROUP INC,WKHS,484827.0,6501530.07,1.0
2021-04-09,ARKX,XILINX INC,XLNX,50018.0,6640889.86,1.02
