date,fund,direction,company,ticker,cusip,shares,weight(%)
2020-10-27,ARKK,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,36183,0.0024
2020-10-27,ARKK,Sell,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,35290,0.0974
2020-10-27,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,24580,0.0071
2020-10-27,ARKK,Sell,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,106015,0.0375
2020-10-27,ARKK,Sell,ILLUMINA INC,ILMN,452327109,132558,0.4102
2020-10-27,ARKW,Buy,AGORA INC,API,00851L103,71981,0.1023
2020-10-27,ARKW,Buy,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP II,IPOB,G8250T109,142500,0.0865
2020-10-27,ARKW,Buy,SHOPIFY INC,SHOP,82509L107,11803,0.4217
2020-10-27,ARKW,Sell,MERCADOLIBRE INC,MELI,58733R102,2661,0.1129
2020-10-27,ARKW,Sell,SNAP INC,SNAP,83304A106,227931,0.3128
2020-10-27,ARKW,Sell,WIX.COM LTD,WIX,M98068105,45259,0.3999
2020-10-28,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,29816,0.027
2020-10-28,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,311418,0.4025
2020-10-28,ARKK,Sell,ILLUMINA INC,ILMN,452327109,122686,0.3854
2020-10-28,ARKK,Sell,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,2811,0.001
2020-10-28,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,8933,0.0026
2020-10-28,ARKK,Sell,EXONE CO/THE,XONE,302104104,6588,7e-4
2020-10-28,ARKW,Buy,AGORA INC,API,00851L103,172691,0.2436
2020-10-28,ARKW,Sell,WIX.COM LTD,WIX,M98068105,1580,0.0142
2020-10-29,ARKG,Buy,ACCOLADE INC,ACCD,00437E102,10964,0.0131
2020-10-29,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,39332,0.3038
2020-10-29,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,130874,0.1149
2020-10-29,ARKG,Buy,EXACT SCIENCES CORP,EXAS,30063P105,16378,0.0678
2020-10-29,ARKG,Buy,PERSONALIS INC,PSNL,71535D106,35000,0.0322
2020-10-29,ARKG,Sell,PACIFIC BIOSCIENCES OF CALIFORNIA INC,PACB,69404D108,146100,0.068
2020-10-29,ARKG,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,26004,0.0333
2020-10-29,ARKG,Sell,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,104698,0.1294
2020-10-29,ARKG,Sell,CRISPR THERAPEUTICS AG,CRSP,H17182108,36399,0.1213
2020-10-29,ARKG,Sell,COMPUGEN LTD,CGEN,M25722105,71500,0.0336
2020-10-29,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,136885,0.2964
2020-10-29,ARKK,Buy,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,119986,0.3006
2020-10-29,ARKK,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,379039,0.0264
2020-10-29,ARKK,Sell,ROKU INC,ROKU,77543R102,52315,0.1129
2020-10-29,ARKK,Sell,PINTEREST INC,PINS,72352L106,240223,0.1461
2020-10-29,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,2877,9e-4
2020-10-29,ARKK,Sell,ILLUMINA INC,ILMN,452327109,97347,0.3052
2020-10-29,ARKW,Buy,TELADOC HEALTH INC,TDOC,87918A105,39274,0.2923
2020-10-29,ARKW,Buy,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,35463,0.3039
2020-10-29,ARKW,Buy,FASTLY INC,FSLY,31188V100,170100,0.3911
2020-10-29,ARKW,Buy,KE HOLDINGS INC,BEKE,482497104,52561,0.1258
2020-10-29,ARKW,Buy,AGORA INC,API,00851L103,57765,0.0809
2020-10-29,ARKW,Sell,PINTEREST INC,PINS,72352L106,231779,0.492
2020-10-29,ARKW,Sell,TWITTER INC,TWTR,90184L102,577522,0.989
2020-10-30,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,34106,0.2511
2020-10-30,ARKG,Buy,ACCOLADE INC,ACCD,00437E102,42900,0.053900000000000003
2020-10-30,ARKG,Buy,EXACT SCIENCES CORP,EXAS,30063P105,44230,0.1921
2020-10-30,ARKG,Sell,APPLE INC,AAPL,037833100,128557,0.5036
2020-10-30,ARKG,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,4604,0.006
2020-10-30,ARKG,Sell,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,14866,0.0189
2020-10-30,ARKG,Sell,CRISPR THERAPEUTICS AG,CRSP,H17182108,1929,0.0066
2020-10-30,ARKG,Sell,COMPUGEN LTD,CGEN,M25722105,597,3e-4
2020-10-30,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,153747,0.1945
2020-10-30,ARKK,Buy,INTERCONTINENTAL EXCHANGE INC,ICE,45866F104,257514,0.2513
2020-10-30,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,189875,0.3902
2020-10-30,ARKK,Buy,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,99894,0.2526
2020-10-30,ARKK,Sell,LENDINGTREE INC,TREE,52603B107,13227,0.0442
2020-10-30,ARKK,Sell,ROKU INC,ROKU,77543R102,94132,0.1967
2020-10-30,ARKK,Sell,PINTEREST INC,PINS,72352L106,144600,0.0877
2020-10-30,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,20187,0.0076
2020-10-30,ARKK,Sell,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,55053,0.0203
2020-10-30,ARKK,Sell,ILLUMINA INC,ILMN,452327109,166784,0.5053
2020-10-30,ARKW,Buy,TELADOC HEALTH INC,TDOC,87918A105,28623,0.2023
2020-10-30,ARKW,Buy,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,28333,0.2533
2020-10-30,ARKW,Buy,KE HOLDINGS INC,BEKE,482497104,154300,0.3847
2020-10-30,ARKW,Buy,AGORA INC,API,00851L103,34900,0.0499
2020-10-30,ARKW,Sell,AMAZON.COM INC,AMZN,023135106,3493,0.3753
2020-10-30,ARKW,Sell,TWITTER INC,TWTR,90184L102,57532,0.085
2020-11-02,ARKF,Buy,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP II,IPOB,G8250T109,167911,0.2937
2020-11-02,ARKF,Sell,APPLE INC,AAPL,037833100,24358,0.294
2020-11-02,ARKF,Sell,PINTEREST INC,PINS,72352L106,61359,0.388
2020-11-02,ARKG,Buy,ACCOLADE INC,ACCD,00437E102,26100,0.0323
2020-11-02,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,65947,0.454
2020-11-02,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,2219,0.0021
2020-11-02,ARKG,Buy,EXACT SCIENCES CORP,EXAS,30063P105,46563,0.2028
2020-11-02,ARKG,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,20264,0.027
2020-11-02,ARKG,Sell,ILLUMINA INC,ILMN,452327109,37268,0.3902
2020-11-02,ARKG,Sell,ARCTURUS THERAPEUTICS HOLDINGS INC,ARCT,03969T109,20544,0.0404
2020-11-02,ARKG,Sell,ADAPTIVE BIOTECHNOLOGIES CORP,ADPT,00650F109,37220,0.0613
2020-11-02,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,211989,0.2664
2020-11-02,ARKK,Buy,UNITY SOFTWARE INC,U,91332U101,96300,0.0974
2020-11-02,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,129316,0.2541
2020-11-02,ARKK,Buy,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,167224,0.4065
2020-11-02,ARKK,Sell,ZSCALER INC,ZS,98980G102,38123,0.053
2020-11-02,ARKK,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,230929,0.0165
2020-11-02,ARKK,Sell,ROKU INC,ROKU,77543R102,61605,0.1317
2020-11-02,ARKK,Sell,PINTEREST INC,PINS,72352L106,770290,0.4623
2020-11-02,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,31738,0.0123
2020-11-02,ARKK,Sell,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,78715,0.0296
2020-11-02,ARKK,Sell,ILLUMINA INC,ILMN,452327109,91916,0.2817
2020-11-02,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,163739,0.0254
2020-11-02,ARKQ,Buy,WORKHORSE GROUP INC,WKHS,98138J206,96300,0.2044
2020-11-02,ARKQ,Buy,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,83453,0.2941
2020-11-02,ARKQ,Buy,HONEYWELL INTERNATIONAL INC,HON,438516106,21600,0.4991
2020-11-02,ARKQ,Sell,XILINX INC,XLNX,983919101,62995,0.9801
2020-11-02,ARKW,Buy,FASTLY INC,FSLY,31188V100,89600,0.2031
2020-11-02,ARKW,Buy,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,24294,0.1975
2020-11-02,ARKW,Buy,TELADOC HEALTH INC,TDOC,87918A105,38037,0.2554
2020-11-02,ARKW,Sell,FACEBOOK INC,FB,30303M102,26776,0.2444
2020-11-02,ARKW,Sell,PINTEREST INC,PINS,72352L106,194851,0.3886
2020-11-03,ARKF,Buy,ALIBABA GROUP HOLDING LTD,BABA,01609W102,9443,0.3023
2020-11-03,ARKF,Buy,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP II,IPOB,G8250T109,126758,0.2283
2020-11-03,ARKF,Buy,PAYPAL HOLDINGS INC,PYPL,70450Y103,24285,0.5018
2020-11-03,ARKF,Sell,PINDUODUO INC,PDD,722304102,27934,0.2986
2020-11-03,ARKF,Sell,SNAP INC,SNAP,83304A106,43300,0.1954
2020-11-03,ARKF,Sell,SQUARE INC,SQ,852234103,28335,0.5004
2020-11-03,ARKG,Buy,ACCOLADE INC,ACCD,00437E102,2617,0.0031
2020-11-03,ARKG,Sell,ARCTURUS THERAPEUTICS HOLDINGS INC,ARCT,03969T109,24534,0.0468
2020-11-03,ARKG,Sell,ADAPTIVE BIOTECHNOLOGIES CORP,ADPT,00650F109,21500,0.0355
2020-11-03,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,109556,0.1361
2020-11-03,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,104379,0.2042
2020-11-03,ARKK,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,60827,0.0462
2020-11-03,ARKK,Buy,PAYPAL HOLDINGS INC,PYPL,70450Y103,271692,0.4981
2020-11-03,ARKK,Buy,PAYPAL HOLDINGS INC,PYPL,70450Y103,267179,0.4984
2020-11-03,ARKK,Sell,ZSCALER INC,ZS,98980G102,73561,0.1002
2020-11-03,ARKK,Sell,TESLA INC,TSLA,88160R101,152802,0.6503
2020-11-03,ARKK,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,697201,0.0497
2020-11-03,ARKK,Sell,SQUARE INC,SQ,852234103,417942,0.668
2020-11-03,ARKK,Sell,ROKU INC,ROKU,77543R102,6471,0.0135
2020-11-03,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,25640,0.0097
2020-11-03,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,19476,0.006
2020-11-03,ARKK,Sell,ILLUMINA INC,ILMN,452327109,9721,0.0289
2020-11-03,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,545308,0.0823
2020-11-03,ARKW,Buy,TELADOC HEALTH INC,TDOC,87918A105,28714,0.1937
2020-11-03,ARKW,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,194818,0.509
2020-11-03,ARKW,Buy,PAYPAL HOLDINGS INC,PYPL,70450Y103,116504,0.749
2020-11-03,ARKW,Buy,ALIBABA GROUP HOLDING LTD,BABA,01609W102,29683,0.3006
2020-11-03,ARKW,Sell,PINTEREST INC,PINS,72352L106,71760,0.1477
2020-11-03,ARKW,Sell,SNAP INC,SNAP,83304A106,107430,0.1532
2020-11-03,ARKW,Sell,SQUARE INC,SQ,852234103,71147,0.3925
2020-11-03,ARKW,Sell,AMAZON.COM INC,AMZN,023135106,1853,0.1949
2020-11-03,ARKW,Sell,TESLA INC,TSLA,88160R101,43406,0.6339
2020-11-03,ARKW,Sell,VERACYTE INC,VCYT,92337F107,25199,0.0333
2020-11-03,ARKW,Sell,ZILLOW GROUP INC,Z,98954M200,47920,0.1521
2020-11-04,ARKF,Buy,Z HOLDINGS CORP,4689JP,J9894K105,567102,0.3807
2020-11-04,ARKF,Buy,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP II,IPOB,G8250T109,43300,0.0787
2020-11-04,ARKF,Sell,SNAP INC,SNAP,83304A106,23297,0.1013
2020-11-04,ARKG,Buy,ACCOLADE INC,ACCD,00437E102,47639,0.0568
2020-11-04,ARKG,Buy,EXACT SCIENCES CORP,EXAS,30063P105,48048,0.2002
2020-11-04,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,113271,0.0317
2020-11-04,ARKG,Sell,ILLUMINA INC,ILMN,452327109,9247,0.0966
2020-11-04,ARKG,Sell,ARCTURUS THERAPEUTICS HOLDINGS INC,ARCT,03969T109,20243,0.0399
2020-11-04,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,55030,0.067
2020-11-04,ARKK,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,112200,0.0852
2020-11-04,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,488378,0.0718
2020-11-04,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,47000,0.0148
2020-11-04,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,30414,0.0115
2020-11-04,ARKW,Sell,VERACYTE INC,VCYT,92337F107,22615,0.0295
2020-11-05,ARKF,Buy,LENDINGTREE INC,TREE,52603B107,8352,0.2517
2020-11-05,ARKF,Sell,MERCADOLIBRE INC,MELI,58733R102,1660,0.2471
2020-11-05,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,44198,0.0114
2020-11-05,ARKK,Buy,SLACK TECHNOLOGIES INC,WORK,83088V102,812000,0.2042
2020-11-05,ARKK,Buy,LENDINGTREE INC,TREE,52603B107,94462,0.2593
2020-11-05,ARKK,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,109695,0.0824
2020-11-05,ARKK,Sell,SQUARE INC,SQ,852234103,62917,0.1017
2020-11-05,ARKK,Sell,ZSCALER INC,ZS,98980G102,73855,0.1031
2020-11-05,ARKK,Sell,ZILLOW GROUP INC,Z,98954M200,49536,0.0477
2020-11-05,ARKK,Sell,EXONE CO/THE,XONE,302104104,29942,0.0029
2020-11-05,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,474800,0.0661
2020-11-05,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,58464,0.019
2020-11-05,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,16860,0.0062
2020-11-05,ARKW,Buy,LENDINGTREE INC,TREE,52603B107,25862,0.2459
2020-11-05,ARKW,Sell,MERCADOLIBRE INC,MELI,58733R102,3261,0.1506
2020-11-05,ARKW,Sell,SQUARE INC,SQ,852234103,16472,0.0925
2020-11-05,ARKW,Sell,VERACYTE INC,VCYT,92337F107,23166,0.0306
2020-11-06,ARKK,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,337627,0.2441
2020-11-06,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,275609,0.0375
2020-11-06,ARKK,Sell,EXONE CO/THE,XONE,302104104,17265,0.0016
2020-11-06,ARKW,Buy,SLACK TECHNOLOGIES INC,WORK,83088V102,239100,0.2007
2020-11-06,ARKW,Sell,SQUARE INC,SQ,852234103,6686,0.039
2020-11-06,ARKW,Sell,ZILLOW GROUP INC,Z,98954M200,40269,0.1438
2020-11-09,ARKF,Buy,DOCUSIGN INC,DOCU,256163106,20335,0.4089
2020-11-09,ARKF,Buy,ZILLOW GROUP INC,Z,98954M200,49345,0.5058
2020-11-09,ARKF,Buy,SHOPIFY INC,SHOP,82509L107,3957,0.3549
2020-11-09,ARKF,Buy,WORKDAY INC,WDAY,98138H101,13684,0.3014
2020-11-09,ARKF,Sell,ZSCALER INC,ZS,98980G102,34824,0.4467
2020-11-09,ARKF,Sell,SNAP INC,SNAP,83304A106,59984,0.2469
2020-11-09,ARKF,Sell,PINTEREST INC,PINS,72352L106,87042,0.5006
2020-11-09,ARKF,Sell,MERCADOLIBRE INC,MELI,58733R102,2723,0.3604
2020-11-09,ARKG,Buy,ARCTURUS THERAPEUTICS HOLDINGS INC,ARCT,03969T109,95000,0.1074
2020-11-09,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,41794,0.2595
2020-11-09,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,46851,0.0142
2020-11-09,ARKG,Sell,COMPUGEN LTD,CGEN,M25722105,13828,0.0059
2020-11-09,ARKK,Buy,TWIST BIOSCIENCE CORP,TWST,90184D100,114128,0.0993
2020-11-09,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,152114,0.2606
2020-11-09,ARKK,Buy,ROKU INC,ROKU,77543R102,98218,0.2117
2020-11-09,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,242700,0.1526
2020-11-09,ARKK,Buy,DOCUSIGN INC,DOCU,256163106,104719,0.2106
2020-11-09,ARKK,Sell,FACEBOOK INC,FB,30303M102,343311,0.9222
2020-11-09,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,670,1e-4
2020-11-09,ARKK,Sell,EXONE CO/THE,XONE,302104104,21581,0.0022
2020-11-09,ARKK,Sell,ZSCALER INC,ZS,98980G102,78816,0.0992
2020-11-09,ARKQ,Buy,AUTODESK INC,ADSK,052769106,6532,0.2045
2020-11-09,ARKQ,Buy,ANSYS INC,ANSS,03662Q105,12981,0.5049
2020-11-09,ARKW,Buy,TELADOC HEALTH INC,TDOC,87918A105,41570,0.2601
2020-11-09,ARKW,Buy,CLOUDFLARE INC,NET,18915M107,249700,0.5182
2020-11-09,ARKW,Buy,DOCUSIGN INC,DOCU,256163106,29865,0.2092
2020-11-09,ARKW,Sell,FACEBOOK INC,FB,30303M102,49535,0.4588
2020-11-09,ARKW,Sell,PINTEREST INC,PINS,72352L106,66113,0.129
2020-11-09,ARKW,Sell,SNAP INC,SNAP,83304A106,87337,0.1212
2020-11-09,ARKW,Sell,TRADE DESK INC/THE,TTD,88339J105,9903,0.2546
2020-11-10,ARKG,Buy,ARCTURUS THERAPEUTICS HOLDINGS INC,ARCT,03969T109,161334,0.1919
2020-11-10,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,12599,0.0201
2020-11-10,ARKG,Buy,INCYTE CORP,INCY,45337C102,76938,0.2062
2020-11-10,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,35533,0.1946
2020-11-10,ARKG,Sell,COMPUGEN LTD,CGEN,M25722105,34700,0.0144
2020-11-10,ARKK,Buy,ZOOM VIDEO COMMUNICATIONS INC,ZM,98980L101,33322,0.1178
2020-11-10,ARKK,Buy,TWIST BIOSCIENCE CORP,TWST,90184D100,51314,0.0467
2020-11-10,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,120560,0.1988
2020-11-10,ARKK,Buy,ROKU INC,ROKU,77543R102,74085,0.1537
2020-11-10,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,97228,0.0596
2020-11-10,ARKK,Sell,STRATASYS LTD,SSYS,M85548101,20715,0.0029
2020-11-10,ARKK,Sell,EXONE CO/THE,XONE,302104104,26845,0.0028
2020-11-10,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,12822,0.0041
2020-11-10,ARKW,Buy,TELADOC HEALTH INC,TDOC,87918A105,34417,0.195
2020-11-10,ARKW,Buy,ROKU INC,ROKU,77543R102,48907,0.3531
2020-11-10,ARKW,Buy,ZOOM VIDEO COMMUNICATIONS INC,ZM,98980L101,10840,0.132
2020-11-10,ARKW,Sell,SPLUNK INC,SPLK,848637104,33293,0.2051
2020-11-10,ARKW,Sell,ZILLOW GROUP INC,Z,98954M200,46840,0.154
2020-11-11,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,200,3e-4
2020-11-11,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,5636,0.0048
2020-11-11,ARKG,Sell,COMPUGEN LTD,CGEN,M25722105,68593,0.0273
2020-11-11,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,27653,0.007
2020-11-11,ARKK,Buy,ROKU INC,ROKU,77543R102,66159,0.1372
2020-11-11,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,124900,0.0725
2020-11-11,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,74929,0.0235
2020-11-11,ARKK,Sell,FACEBOOK INC,FB,30303M102,4896,0.0124
2020-11-11,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,551104,0.0706
2020-11-11,ARKK,Sell,STRATASYS LTD,SSYS,M85548101,233561,0.0315
2020-11-11,ARKK,Sell,EXONE CO/THE,XONE,302104104,15116,0.0015
2020-11-11,ARKK,Sell,ZSCALER INC,ZS,98980G102,58902,0.0731
2020-11-11,ARKW,Buy,ROKU INC,ROKU,77543R102,22376,0.1595
2020-11-11,ARKW,Sell,SPLUNK INC,SPLK,848637104,57540,0.3511
2020-11-12,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,31366,0.049
2020-11-12,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,6304,0.0053
2020-11-12,ARKG,Sell,COMPUGEN LTD,CGEN,M25722105,29340,0.0119
2020-11-12,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,18158,0.0049
2020-11-12,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,146000,0.086
2020-11-12,ARKK,Sell,EXONE CO/THE,XONE,302104104,1622,2e-4
2020-11-12,ARKK,Sell,STRATASYS LTD,SSYS,M85548101,99176,0.0135
2020-11-12,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,227753,0.0964
2020-11-12,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,66955,0.0212
2020-11-12,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,438761,0.058
2020-11-12,ARKK,Sell,ZSCALER INC,ZS,98980G102,68840,0.0871
2020-11-13,ARKG,Buy,BERKELEY LIGHTS INC,BLI,084310101,40658,0.1096
2020-11-13,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,35478,0.0542
2020-11-13,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,6580,0.0055
2020-11-13,ARKG,Sell,COMPUGEN LTD,CGEN,M25722105,16084,0.0065
2020-11-13,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,4970,0.0013
2020-11-13,ARKK,Buy,UNITY SOFTWARE INC,U,91332U101,121691,0.1212
2020-11-13,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,152196,0.2496
2020-11-13,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,60138,0.0357
2020-11-13,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,76100,0.0318
2020-11-13,ARKK,Sell,INTELLIA THERAPEUTICS INC,NTLA,45826J105,10976,0.0033
2020-11-13,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,16582,0.0053
2020-11-13,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,225806,0.0293
2020-11-13,ARKK,Sell,EXONE CO/THE,XONE,302104104,3785,4e-4
2020-11-13,ARKW,Buy,PALANTIR TECHNOLOGIES INC,PLTR,69608A108,1025700,0.486
2020-11-13,ARKW,Buy,TELADOC HEALTH INC,TDOC,87918A105,39450,0.2184
2020-11-13,ARKW,Sell,AMAZON.COM INC,AMZN,023135106,1625,0.1526
2020-11-13,ARKW,Sell,ALIBABA GROUP HOLDING LTD,BABA,01609W102,44388,0.3498
2020-11-16,ARKF,Buy,JD.COM INC,JD,47215P106,25040,0.1984
2020-11-16,ARKF,Sell,HDFC BANK LTD,HDB,40415F101,30697,0.1963
2020-11-16,ARKG,Buy,BERKELEY LIGHTS INC,BLI,084310101,7035,0.019
2020-11-16,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,83995,0.4505
2020-11-16,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,11000,0.0167
2020-11-16,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,4329,0.0036
2020-11-16,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,100,0
2020-11-16,ARKG,Sell,ILLUMINA INC,ILMN,452327109,27552,0.2452
2020-11-16,ARKG,Sell,COMPUGEN LTD,CGEN,M25722105,175694,0.071
2020-11-16,ARKK,Buy,UNITY SOFTWARE INC,U,91332U101,249371,0.246
2020-11-16,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,128386,0.205
2020-11-16,ARKK,Sell,ZSCALER INC,ZS,98980G102,162835,0.1955
2020-11-16,ARKK,Sell,ZILLOW GROUP INC,Z,98954M200,73138,0.0703
2020-11-16,ARKK,Sell,EXONE CO/THE,XONE,302104104,4555,4e-4
2020-11-16,ARKK,Sell,SQUARE INC,SQ,852234103,62423,0.0998
2020-11-16,ARKK,Sell,INTELLIA THERAPEUTICS INC,NTLA,45826J105,157247,0.0477
2020-11-16,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,155192,0.0645
2020-11-16,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,10492,0.0033
2020-11-16,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,282261,0.0363
2020-11-16,ARKQ,Buy,TESLA INC,TSLA,88160R101,10926,0.4944
2020-11-16,ARKQ,Buy,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,153000,0.3557
2020-11-16,ARKQ,Sell,NIU TECHNOLOGIES,NIU,65481N100,58084,0.2137
2020-11-16,ARKQ,Sell,BYD CO LTD,BYDDY,05606L100,114811,0.5923
2020-11-16,ARKW,Buy,UNITY SOFTWARE INC,U,91332U101,159400,0.5023
2020-11-16,ARKW,Buy,TELADOC HEALTH INC,TDOC,87918A105,43073,0.2261
2020-11-16,ARKW,Buy,SHOPIFY INC,SHOP,82509L107,18909,0.502
2020-11-16,ARKW,Buy,NINTENDO CO LTD,NTDOY,654445303,79500,0.1492
2020-11-16,ARKW,Buy,FASTLY INC,FSLY,31188V100,89300,0.1998
2020-11-16,ARKW,Buy,DOCUSIGN INC,DOCU,256163106,33779,0.2057
2020-11-16,ARKW,Sell,HUBSPOT INC,HUBS,443573100,14874,0.1527
2020-11-16,ARKW,Sell,TENCENT HOLDINGS LTD,TCEHY,88032Q109,132777,0.2937
2020-11-16,ARKW,Sell,TRADE DESK INC/THE,TTD,88339J105,6653,0.1439
2020-11-16,ARKW,Sell,AMAZON.COM INC,AMZN,023135106,11168,1.0211
2020-11-16,ARKW,Sell,VERACYTE INC,VCYT,92337F107,21534,0.0297
2020-11-17,ARKF,Buy,DOCUSIGN INC,DOCU,256163106,5026,0.0989
