date,fund,direction,company,ticker,cusip,shares,weight(%)
2020-11-17,ARKF,Buy,SILVERGATE CAPITAL CORP,SI,82837P408,43348,0.1182
2020-11-17,ARKF,Buy,TELADOC HEALTH INC,TDOC,87918A105,29767,0.4994
2020-11-17,ARKF,Sell,Z HOLDINGS CORP,4689JP,J9894K105,1142607,0.5808
2020-11-17,ARKF,Sell,SBI HOLDINGS INC/JAPAN,8473JP,J6991H100,83812,0.1941
2020-11-17,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,7232,0.0059
2020-11-17,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,37181,0.0546
2020-11-17,ARKG,Buy,BERKELEY LIGHTS INC,BLI,084310101,20119,0.0502
2020-11-17,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,13678,0.0035
2020-11-17,ARKK,Buy,UNITY SOFTWARE INC,U,91332U101,362,4e-4
2020-11-17,ARKK,Sell,ZSCALER INC,ZS,98980G102,83876,0.1018
2020-11-17,ARKK,Sell,EXONE CO/THE,XONE,302104104,15410,0.0014
2020-11-17,ARKK,Sell,SERES THERAPEUTICS INC,MCRB,81750R102,54000,0.0175
2020-11-17,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,4206,5e-4
2020-11-17,ARKW,Buy,AGORA INC,API,00851L103,169116,0.18
2020-11-17,ARKW,Buy,NINTENDO CO LTD,NTDOY,654445303,126970,0.2349
2020-11-17,ARKW,Sell,ALIBABA GROUP HOLDING LTD,BABA,01609W102,53953,0.4007
2020-11-17,ARKW,Sell,VERACYTE INC,VCYT,92337F107,22981,0.0316
2020-11-18,ARKF,Buy,SHOPIFY INC,SHOP,82509L107,2922,0.2455
2020-11-18,ARKF,Buy,SILVERGATE CAPITAL CORP,SI,82837P408,33551,0.0951
2020-11-18,ARKF,Sell,AMAZON.COM INC,AMZN,023135106,852,0.244
2020-11-18,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,4560,0.0037
2020-11-18,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,100500,0.0572
2020-11-18,ARKK,Sell,ZSCALER INC,ZS,98980G102,57974,0.0687
2020-11-18,ARKK,Sell,EXONE CO/THE,XONE,302104104,29600,0.0028
2020-11-18,ARKW,Buy,AGORA INC,API,00851L103,31100,0.0332
2020-11-18,ARKW,Buy,SHOPIFY INC,SHOP,82509L107,5431,0.1437
2020-11-18,ARKW,Sell,VERACYTE INC,VCYT,92337F107,15890,0.0226
2020-11-19,ARKF,Sell,MERCADOLIBRE INC,MELI,58733R102,876,0.1072
2020-11-19,ARKF,Sell,PINTEREST INC,PINS,72352L106,42629,0.2509
2020-11-19,ARKF,Sell,SQUARE INC,SQ,852234103,17107,0.2951
2020-11-19,ARKF,Sell,ZILLOW GROUP INC,Z,98954M200,10077,0.0976
2020-11-19,ARKG,Buy,REPARE THERAPEUTICS INC,RPTX,760273102,5304,0.0042
2020-11-19,ARKG,Sell,ILLUMINA INC,ILMN,452327109,118419,1.0074
2020-11-19,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,159410,0.1551
2020-11-19,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,45000,0.0258
2020-11-19,ARKK,Buy,SHOPIFY INC,SHOP,82509L107,60306,0.5005
2020-11-19,ARKK,Sell,ZSCALER INC,ZS,98980G102,468,6e-4
2020-11-19,ARKK,Sell,EXONE CO/THE,XONE,302104104,44158,0.004
2020-11-19,ARKK,Sell,TESLA INC,TSLA,88160R101,160969,0.6923
2020-11-19,ARKK,Sell,SQUARE INC,SQ,852234103,121822,0.2009
2020-11-19,ARKK,Sell,SPLUNK INC,SPLK,848637104,174863,0.2989
2020-11-19,ARKW,Sell,PINTEREST INC,PINS,72352L106,80954,0.1476
2020-11-19,ARKW,Sell,ROKU INC,ROKU,77543R102,35038,0.2481
2020-11-19,ARKW,Sell,SNAP INC,SNAP,83304A106,131737,0.15310000000000001
2020-11-19,ARKW,Sell,SQUARE INC,SQ,852234103,56177,0.2973
2020-11-19,ARKW,Sell,TESLA INC,TSLA,88160R101,22038,0.305
2020-11-19,ARKW,Sell,VERACYTE INC,VCYT,92337F107,41095,0.0563
2020-11-20,ARKG,Buy,EXACT SCIENCES CORP,EXAS,30063P105,77727,0.25
2020-11-20,ARKG,Sell,CRISPR THERAPEUTICS AG CHF 0.03,CRSP,H17182108,32401,0.1
2020-11-20,ARKG,Sell,INVITAE CORP,NVTA,46185L103,70138,0.09
2020-11-20,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,49919,0.01
2020-11-20,ARKG,Sell,TWIST BIOSCIENCE CORP,TWST,90184D100,15749,0.05
2020-11-20,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,91102,0.09
2020-11-20,ARKK,Buy,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,67500,0.04
2020-11-20,ARKK,Sell,EXONE CO/THE,XONE,302104104,18847,0.002
2020-11-23,ARKG,Buy,LONGVIEW ACQUISITION CORP,LGVW,543195101,459572,0.1742
2020-11-23,ARKG,Buy,REGENERON PHARMACEUTICALS INC,REGN,75886F107,17888,0.2555
2020-11-23,ARKG,Sell,CAREDX INC,CDNA,14167L103,25952,0.0424
2020-11-23,ARKG,Sell,ILLUMINA INC,ILMN,452327109,31965,0.2636
2020-11-23,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,25320,0.0056
2020-11-23,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,97565,0.0534
2020-11-23,ARKK,Sell,EXONE CO/THE,XONE,302104104,164700,0.015
2020-11-23,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,3143,4e-4
2020-11-23,ARKQ,Buy,FLIR SYSTEMS INC,FLIR,302445101,154127,0.5931
2020-11-23,ARKQ,Sell,BYD CO LTD,BYDDY,05606L100,136394,0.7016
2020-11-23,ARKW,Sell,VERACYTE INC,VCYT,92337F107,49144,0.0671
2020-11-24,ARKG,Buy,REGENERON PHARMACEUTICALS INC,REGN,75886F107,18834,0.2744
2020-11-24,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,33376,0.1708
2020-11-24,ARKG,Sell,CAREDX INC,CDNA,14167L103,964,0.0016
2020-11-24,ARKG,Sell,VERACYTE INC,VCYT,92337F107,23468,0.0338
2020-11-24,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,17901,0.004
2020-11-24,ARKG,Sell,ILLUMINA INC,ILMN,452327109,32368,0.2741
2020-11-24,ARKK,Buy,NINTENDO CO LTD,NTDOY,654445303,35036,0.019
2020-11-24,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,31947,0.0037
2020-11-24,ARKK,Sell,EXONE CO/THE,XONE,302104104,40231,0.0037
2020-11-24,ARKQ,Buy,FLIR SYSTEMS INC,FLIR,302445101,28790,0.1122
2020-11-25,ARKK,Sell,EXONE CO/THE,XONE,302104104,48343,0.0045
2020-11-25,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,34030,0.0038
2020-11-25,ARKW,Sell,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,141000,0.0769
2020-11-27,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,11284,0.0023
2020-11-27,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,13188,0.0014
2020-11-27,ARKK,Sell,EXONE CO/THE,XONE,302104104,20000,0.002
2020-11-27,ARKQ,Buy,FLIR SYSTEMS INC,FLIR,302445101,58752,0.211
2020-11-27,ARKW,Buy,KE HOLDINGS INC,BEKE,482497104,21811,0.0342
2020-11-30,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,9900,0.0111
2020-11-30,ARKG,Buy,EXACT SCIENCES CORP,EXAS,30063P105,9028,0.027
2020-11-30,ARKG,Buy,ALPHABET INC,GOOGL,02079K305,11300,0.4943
2020-11-30,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,139474,0.1427
2020-11-30,ARKG,Sell,ARCTURUS THERAPEUTICS HOLDINGS INC,ARCT,03969T109,238908,0.508
2020-11-30,ARKG,Sell,CAREDX INC,CDNA,14167L103,31003,0.044
2020-11-30,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,26518,0.0054
2020-11-30,ARKK,Buy,SHOPIFY INC,SHOP,82509L107,62462,0.5131
2020-11-30,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,341471,0.1694
2020-11-30,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,23230,0.0024
2020-11-30,ARKK,Sell,TESLA INC,TSLA,88160R101,113264,0.5074
2020-11-30,ARKQ,Buy,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,TSM,874039100,83818,0.7557
2020-11-30,ARKQ,Buy,TRIMBLE INC,TRMB,896239100,56054,0.3104
2020-11-30,ARKQ,Buy,RAVEN INDUSTRIES INC,RAVN,754212108,31319,0.074
2020-11-30,ARKQ,Buy,NXP SEMICONDUCTORS NV,NXPI,N6596X109,68294,1.0051
2020-11-30,ARKQ,Buy,JD.COM INC,JD,47215P106,31224,0.2484
2020-11-30,ARKQ,Buy,FLIR SYSTEMS INC,FLIR,302445101,10211,0.0375
2020-11-30,ARKQ,Sell,SPLUNK INC,SPLK,848637104,16071,0.3015
2020-11-30,ARKQ,Sell,TESLA INC,TSLA,88160R101,14900,0.8023
2020-11-30,ARKQ,Sell,XILINX INC,XLNX,983919101,76325,1.0164
2020-11-30,ARKW,Buy,PAYPAL HOLDINGS INC,PYPL,70450Y103,95536,0.4982
2020-11-30,ARKW,Buy,NETFLIX INC,NFLX,64110L106,25128,0.298
2020-11-30,ARKW,Buy,JD.COM INC,JD,47215P106,142464,0.296
2020-11-30,ARKW,Buy,FACEBOOK INC,FB,30303M102,74133,0.4963
2020-11-30,ARKW,Buy,KE HOLDINGS INC,BEKE,482497104,102800,0.1608
2020-11-30,ARKW,Buy,AGORA INC,API,00851L103,30760,0.0283
2020-11-30,ARKW,Sell,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,574926,0.321
2020-11-30,ARKW,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,1424300,1.4804
2020-12-01,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,21874,0.0261
2020-12-01,ARKG,Buy,EXACT SCIENCES CORP,EXAS,30063P105,75145,0.2246
2020-12-01,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,293433,0.2937
2020-12-01,ARKG,Sell,CAREDX INC,CDNA,14167L103,52818,0.075
2020-12-01,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,42400,0.0084
2020-12-01,ARKK,Buy,ZOOM VIDEO COMMUNICATIONS INC,ZM,98980L101,79447,0.2491
2020-12-01,ARKK,Buy,DOCUSIGN INC,DOCU,256163106,123242,0.1977
2020-12-01,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,164500,0.0807
2020-12-01,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,330715,0.1334
2020-12-01,ARKK,Sell,EXONE CO/THE,XONE,302104104,3531,3e-4
2020-12-01,ARKQ,Buy,RAVEN INDUSTRIES INC,RAVN,754212108,51390,0.1196
2020-12-01,ARKQ,Buy,TRIMBLE INC,TRMB,896239100,34810,0.1899
2020-12-01,ARKQ,Sell,TESLA INC,TSLA,88160R101,3234,0.1696
2020-12-01,ARKW,Buy,SHOPIFY INC,SHOP,82509L107,19998,0.5213
2020-12-01,ARKW,Buy,DOCUSIGN INC,DOCU,256163106,38193,0.1967
2020-12-01,ARKW,Buy,AGORA INC,API,00851L103,144419,0.1304
2020-12-01,ARKW,Buy,ZOOM VIDEO COMMUNICATIONS INC,ZM,98980L101,25322,0.2547
2020-12-01,ARKW,Sell,TESLA INC,TSLA,88160R101,35244,0.4978
2020-12-01,ARKW,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,231400,0.2449
2020-12-02,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,11973,0.014
2020-12-02,ARKG,Buy,LONGVIEW ACQUISITION CORP,LGVW,543195101,259096,0.0837
2020-12-02,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,65983,0.0651
2020-12-02,ARKG,Sell,CAREDX INC,CDNA,14167L103,17624,0.0243
2020-12-02,ARKK,Buy,SHOPIFY INC,SHOP,82509L107,5538,0.0449
2020-12-02,ARKK,Buy,TENCENT HOLDINGS LTD,TCEHY,88032Q109,177000,0.0996
2020-12-02,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,77741,0.1141
2020-12-02,ARKK,Buy,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,TSM,874039100,532703,0.4021
2020-12-02,ARKK,Buy,TWILIO INC,TWLO,90138F102,106079,0.2517
2020-12-02,ARKK,Buy,PAYPAL HOLDINGS INC,PYPL,70450Y103,342546,0.5488
2020-12-02,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,108913,0.0514
2020-12-02,ARKK,Buy,INTERCONTINENTAL EXCHANGE INC,ICE,45866F104,122048,0.0979
2020-12-02,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,82813,0.078
2020-12-02,ARKK,Buy,DOCUSIGN INC,DOCU,256163106,62069,0.1011
2020-12-02,ARKK,Sell,EXONE CO/THE,XONE,302104104,32544,0.0028
2020-12-02,ARKK,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,4179240,1.3464
2020-12-02,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,136077,0.0574
2020-12-02,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,463929,0.0434
2020-12-02,ARKQ,Buy,RAVEN INDUSTRIES INC,RAVN,754212108,22648,0.0527
2020-12-02,ARKQ,Buy,WORKHORSE GROUP INC,WKHS,98138J206,153000,0.2657
2020-12-02,ARKW,Buy,AGORA INC,API,00851L103,94084,0.0834
2020-12-03,ARKF,Buy,SPLUNK INC,SPLK,848637104,36106,0.4425
2020-12-03,ARKF,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,132900,0.4351
2020-12-03,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,4455,0.0051
2020-12-03,ARKK,Buy,TWILIO INC,TWLO,90138F102,101657,0.2451
2020-12-03,ARKK,Buy,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,TSM,874039100,125527,0.0928
2020-12-03,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,91819,0.135
2020-12-03,ARKK,Buy,SPLUNK INC,SPLK,848637104,213209,0.2502
2020-12-03,ARKK,Buy,SHOPIFY INC,SHOP,82509L107,25838,0.2062
2020-12-03,ARKK,Buy,INTERCONTINENTAL EXCHANGE INC,ICE,45866F104,508963,0.3993
2020-12-03,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,126364,0.1185
2020-12-03,ARKK,Buy,DOCUSIGN INC,DOCU,256163106,99236,0.1684
2020-12-03,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,285315,0.133
2020-12-03,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,51900,0.0215
2020-12-03,ARKK,Sell,EXONE CO/THE,XONE,302104104,19513,0.0017
2020-12-03,ARKK,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,5882985,1.8499
2020-12-03,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,17339,0.0016
2020-12-03,ARKQ,Buy,SPLUNK INC,SPLK,848637104,31654,0.4408
2020-12-03,ARKQ,Sell,TESLA INC,TSLA,88160R101,8588,0.4425
2020-12-03,ARKW,Buy,SPLUNK INC,SPLK,848637104,66979,0.2525
2020-12-03,ARKW,Sell,TESLA INC,TSLA,88160R101,17652,0.2469
2020-12-04,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,1697,0.0019
2020-12-04,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,38400,0.0066
2020-12-04,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,329551,0.1446
2020-12-04,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,75800,0.0718
2020-12-04,ARKK,Buy,SEA LTD,SE,81141R100,366564,0.5067
2020-12-04,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,154108,0.013
2020-12-04,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,31400,0.013
2020-12-04,ARKK,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,1415600,0.4297
2020-12-04,ARKK,Sell,EXONE CO/THE,XONE,302104104,20954,0.0018
2020-12-07,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,52404,0.0439
2020-12-07,ARKG,Buy,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,79500,0.3527
2020-12-07,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,18899,0.0205
2020-12-07,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,874060205,131927,0.0485
2020-12-07,ARKG,Buy,NOVARTIS AG,NVS,66987V109,62928,0.1129
2020-12-07,ARKG,Buy,REGENERON PHARMACEUTICALS INC,REGN,75886F107,52124,0.5067
2020-12-07,ARKG,Sell,VERACYTE INC,VCYT,92337F107,41500,0.0508
2020-12-07,ARKG,Sell,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,135992,0.0249
2020-12-07,ARKG,Sell,ARCTURUS THERAPEUTICS HOLDINGS INC,ARCT,03969T109,206564,0.4846
2020-12-07,ARKG,Sell,INTELLIA THERAPEUTICS INC,NTLA,45826J105,60209,0.0559
2020-12-07,ARKG,Sell,FATE THERAPEUTICS INC,FATE,31189P102,174345,0.2889
2020-12-07,ARKG,Sell,CRISPR THERAPEUTICS AG,CRSP,H17182108,161342,0.4756
2020-12-07,ARKK,Buy,EXACT SCIENCES CORP,EXAS,30063P105,211357,0.1958
2020-12-07,ARKK,Sell,EXONE CO/THE,XONE,302104104,11829,0.001
2020-12-07,ARKK,Sell,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,70461,0.0291
2020-12-07,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,163260,0.0134
2020-12-07,ARKQ,Buy,DEERE & CO,DE,244199105,12000,0.2502
2020-12-07,ARKQ,Buy,RAVEN INDUSTRIES INC,RAVN,754212108,8290,0.0196
2020-12-07,ARKQ,Sell,MATERIALISE NV,MTLS,57667T100,14592,0.0622
2020-12-07,ARKW,Buy,SALESFORCE.COM INC,CRM,79466L302,101500,0.5156
2020-12-07,ARKW,Buy,DOCUSIGN INC,DOCU,256163106,33143,0.1739
2020-12-07,ARKW,Buy,PELOTON INTERACTIVE INC,PTON,70614W100,135900,0.3521
2020-12-07,ARKW,Buy,TELADOC HEALTH INC,TDOC,87918A105,38399,0.1686
2020-12-07,ARKW,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,1065565,1.0204
2020-12-08,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,51617,0.0548
2020-12-08,ARKG,Buy,NOVARTIS AG,NVS,66987V109,166885,0.2897
2020-12-08,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,358777,0.2925
2020-12-08,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,874060205,564185,0.2025
2020-12-08,ARKG,Sell,INTELLIA THERAPEUTICS INC,NTLA,45826J105,108700,0.0987
2020-12-08,ARKG,Sell,VERACYTE INC,VCYT,92337F107,24112,0.0283
2020-12-08,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,45054,0.0191
2020-12-08,ARKK,Sell,EXONE CO/THE,XONE,302104104,28986,0.0023
2020-12-08,ARKK,Sell,DOUYU INTERNATIONAL HOLDINGS LTD,DOYU,25985W105,49474,0.0039
2020-12-08,ARKQ,Buy,DEERE & CO,DE,244199105,12351,0.2502
2020-12-08,ARKQ,Buy,RAVEN INDUSTRIES INC,RAVN,754212108,42000,0.0997
2020-12-08,ARKQ,Sell,MATERIALISE NV,MTLS,57667T100,25283,0.1046
2020-12-08,ARKW,Buy,SALESFORCE.COM INC,CRM,79466L302,99908,0.4913
2020-12-08,ARKW,Buy,PELOTON INTERACTIVE INC,PTON,70614W100,263300,0.6587
2020-12-08,ARKW,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,1399654,1.2997
2020-12-09,ARKF,Buy,DOCUSIGN INC,DOCU,256163106,18724,0.3055
2020-12-09,ARKF,Buy,TELADOC HEALTH INC,TDOC,87918A105,43089,0.6062
2020-12-09,ARKF,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,460600,1.425
2020-12-09,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,21285,0.078
2020-12-09,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,874060205,662006,0.2376
2020-12-09,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,130061,0.1076
2020-12-09,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,11261,0.0123
2020-12-09,ARKG,Sell,INTELLIA THERAPEUTICS INC,NTLA,45826J105,52799,0.0506
2020-12-09,ARKG,Sell,VERACYTE INC,VCYT,92337F107,16267,0.0189
2020-12-09,ARKK,Buy,ZOOM VIDEO COMMUNICATIONS INC,ZM,98980L101,96049,0.2569
2020-12-09,ARKK,Buy,TELADOC HEALTH INC,TDOC,87918A105,57465,0.0734
2020-12-09,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,174476,0.0783
2020-12-09,ARKK,Sell,EXONE CO/THE,XONE,302104104,73306,0.006
2020-12-09,ARKQ,Buy,NIU TECHNOLOGIES,NIU,65481N100,89300,0.2074
2020-12-09,ARKQ,Buy,RAVEN INDUSTRIES INC,RAVN,754212108,10214,0.0261
2020-12-09,ARKQ,Sell,MATERIALISE NV,MTLS,57667T100,28048,0.1164
2020-12-09,ARKQ,Sell,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,17700,0.0467
2020-12-09,ARKW,Buy,ZOOM VIDEO COMMUNICATIONS INC,ZM,98980L101,29543,0.2552
2020-12-10,ARKF,Buy,BASE INC,4477JP,J0433G101,87600,0.49
2020-12-10,ARKG,Buy,THERMO FISHER SCIENTIFIC INC,TMO,883556102,59416,0.4901
2020-12-10,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,874060205,287860,0.0951
2020-12-10,ARKG,Buy,SAREPTA THERAPEUTICS INC,SRPT,803607100,7321,0.0205
2020-12-10,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,104143,0.079
2020-12-10,ARKG,Buy,ALPHABET INC,GOOGL,02079K305,19000,0.5892
2020-12-10,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,86697,0.0901
2020-12-10,ARKG,Sell,VERACYTE INC,VCYT,92337F107,33072,0.0326
2020-12-10,ARKK,Buy,KE HOLDINGS INC,BEKE,482497104,170600,0.0721
2020-12-10,ARKK,Buy,BAIDU INC,BIDU,056752108,173825,0.1749
2020-12-10,ARKK,Sell,EXONE CO/THE,XONE,302104104,84508,0.0063
2020-12-11,ARKG,Buy,CODEXIS INC,CDXS,192005106,155008,0.0486
2020-12-11,ARKG,Buy,CASTLE BIOSCIENCES INC,CSTL,14843C105,30100,0.0319
2020-12-11,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,205844,0.1581
2020-12-11,ARKG,Buy,SAREPTA THERAPEUTICS INC,SRPT,803607100,169932,0.4934
2020-12-11,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,874060205,46000,0.0154
2020-12-11,ARKG,Sell,VERACYTE INC,VCYT,92337F107,6589,0.0067
2020-12-11,ARKK,Buy,BAIDU INC,BIDU,056752108,328144,0.3354
2020-12-11,ARKK,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,395672,0.1057
2020-12-11,ARKK,Sell,EXONE CO/THE,XONE,302104104,2578,2e-4
2020-12-14,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,158614,0.12
2020-12-14,ARKG,Sell,VERACYTE INC,VCYT,92337F107,12900,0.01
2020-12-14,ARKK,Sell,SLACK TECHNOLOGIES INC,WORK,83088V102,738400,0.19
2020-12-14,ARKK,Sell,EXONE CO/THE,XONE,302104104,80543,0.01
2020-12-14,ARKQ,Buy,APPLE INC,AAPL,037833100,26764,0.25
2020-12-14,ARKQ,Sell,TESLA INC,TSLA,88160R101,5076,0.25
2020-12-14,ARKW,Buy,TRADE DESK INC/THE,TTD,88339J105,13521,0.26
2020-12-14,ARKW,Sell,CROWDSTRIKE HOLDINGS INC,CRWD,22788C105,69505,0.25
2020-12-15,ARKG,Buy,CODEXIS INC,CDXS,81750R102,49362,0.0161
2020-12-15,ARKG,Buy,VERTEX PHARMACEUTICALS INC,VRTX,46269C102,64000,0.2477
2020-12-15,ARKG,Buy,THERMO FISHER SCIENTIFIC INC,TMO,302104104,30604,0.2463
2020-12-15,ARKG,Buy,TELADOC HEALTH INC,TDOC,57060D108,90962,0.3025
2020-12-15,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,15117P102,176367,0.0562
2020-12-15,ARKG,Buy,ROCHE HOLDING AG,RHHBY,63009R109,122519,0.0895
2020-12-15,ARKG,Buy,NOVARTIS AG,NVS,00650F109,158309,0.2423
2020-12-15,ARKG,Sell,VERACYTE INC,VCYT,92532F100,7100,0.0068
2020-12-15,ARKK,Buy,TELADOC HEALTH INC,TDOC,71944F106,27731,0.0334
2020-12-15,ARKK,Buy,SHOPIFY INC,SHOP,63009R109,37405,0.2466
2020-12-15,ARKK,Buy,PAYPAL HOLDINGS INC,PYPL,46185L103,348461,0.4723
2020-12-15,ARKK,Buy,DOCUSIGN INC,DOCU,53227R106,200110,0.2855
2020-12-15,ARKK,Buy,BAIDU INC,BIDU,07373V105,472108,0.5192
2020-12-15,ARKK,Buy,ZOOM VIDEO COMMUNICATIONS INC,ZM,88032Q109,42239,0.104
2020-12-15,ARKK,Sell,SLACK TECHNOLOGIES INC,WORK,654445303,1761493,0.4557
2020-12-15,ARKK,Sell,EXONE CO/THE,XONE,874060205,38346,0.0028
2020-12-17,ARKG,Buy,ROCHE HOLDING AG,RHHBY,771195104,276156,0.1988
2020-12-17,ARKG,Buy,SCHRODINGER INC/UNITED STATES,SDGR,80810D103,74834,0.0958
2020-12-17,ARKG,Buy,TAKEDA PHARMACEUTICAL CO LTD,TAK,874060205,207887,0.0642
2020-12-17,ARKG,Buy,REGENERON PHARMACEUTICALS INC,REGN,75886F107,30549,0.2486
2020-12-17,ARKG,Buy,NOVARTIS AG,NVS,66987V109,196970,0.2987
2020-12-17,ARKG,Buy,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,140018,0.1057
2020-12-17,ARKG,Buy,IONIS PHARMACEUTICALS INC,IONS,462222100,152185,0.1265
2020-12-17,ARKG,Buy,INCYTE CORP,INCY,45337C102,52600,0.0758
2020-12-17,ARKG,Buy,TELADOC HEALTH INC,TDOC,87918A105,26999,0.0856
2020-12-17,ARKG,Buy,EXACT SCIENCES CORP,EXAS,30063P105,28099,0.0605
2020-12-17,ARKG,Buy,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,52000,0.2021
2020-12-17,ARKG,Buy,CODEXIS INC,CDXS,192005106,14422,0.0046
2020-12-17,ARKG,Buy,BERKELEY LIGHTS INC,BLI,084310101,28546,0.0422
