date,fund,company,ticker,shares,value,stockPrice,weight,deltaShares,flowValue,deltaValue,deltaPrice,deltaPricePercent,deltaWeight,action
2021-03-30,ARKK,SQUARE INC - A,SQ,6268045.0,1298.61,207.18,0.0634,-45792.0,-9.49,-50.02,-6.42,-0.0301,-0.0016,Sell
2021-03-30,ARKK,STRATASYS LTD,SSYS,5682372.0,134.9,23.74,0.0066,-44631.0,-1.06,-6.39,-0.93,-0.0377,-0.0149,Sell
2021-03-30,ARKK,SYNOPSYS INC,SNPS,910232.0,218.87,240.46,0.0107,-6642.0,-1.6,-3.7,-2.29,-0.0094,0.019,Sell
2021-03-30,ARKK,SYROS PHARMACEUTICALS INC,SYRS,4437395.0,33.01,7.44,0.0016,-34829.0,-0.26,-2.81,-0.57,-0.0712,-0.0588,Sell
2021-03-30,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,54631.0,6.25,114.39,0.0003,-405.0,-0.05,-0.17,-2.17,-0.0186,0.0,Sell
2021-03-30,ARKK,TELADOC HEALTH INC,TDOC,7575609.0,1297.7,171.3,0.0633,122054.0,20.91,-20.76,-5.59,-0.0316,0.0193,Buy
2021-03-30,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,3114038.0,245.04,78.69,0.012,-307232.0,-24.18,-32.01,-2.29,-0.0283,-0.0769,Sell
2021-03-30,ARKK,TERADYNE INC,TER,1618728.0,184.36,113.89,0.009,-11826.0,-1.35,-9.71,-5.13,-0.0431,-0.011,Sell
2021-03-30,ARKK,TESLA INC,TSLA,3607645.0,2205.32,611.29,0.1076,-26352.0,-16.11,-43.07,-7.42,-0.012,0.0161,Sell
2021-03-30,ARKK,TWILIO INC - A,TWLO,1616847.0,509.44,315.08,0.0249,51785.0,16.32,8.94,-4.71,-0.0147,0.0551,Buy
2021-03-30,ARKK,TWIST BIOSCIENCE CORP,TWST,2769351.0,297.21,107.32,0.0145,-21750.0,-2.33,-25.42,-8.27,-0.0715,-0.0461,Sell
2021-03-30,ARKK,TWITTER INC,TWTR,3837081.0,241.51,62.94,0.0118,246824.0,15.54,21.57,1.68,0.0274,0.1346,Buy
2021-03-30,ARKK,UNITY SOFTWARE INC,U,5334001.0,503.64,94.42,0.0246,-38961.0,-3.68,-9.64,-1.11,-0.0116,0.0165,Sell
2021-03-30,ARKK,VERACYTE INC,VCYT,4248808.0,198.59,46.74,0.0097,-33350.0,-1.56,-8.37,-1.59,-0.0329,0.0,Sell
2021-03-30,ARKK,ZILLOW GROUP INC - C,Z,6182143.0,739.57,119.63,0.0361,-45171.0,-5.4,-52.79,-7.61,-0.0598,-0.0322,Sell
2021-03-30,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,2230300.0,687.8,308.39,0.0336,-16308.0,-5.03,-31.0,-11.56,-0.0361,-0.0059,Sell
2021-03-30,ARKK,ORGANOVO HOLDINGS INC,ONVO ,0.0,0.0,,0.0,117433.0,,-1.11,,,,Exit
