date,fund,company,ticker,shares,value,stockPrice,weight,deltaShares,flowValue,deltaValue,deltaPrice,deltaPricePercent,deltaWeight,action
2021-05-10,PRNT,SANDVIK AB,SAND,24882.0,0.68,27.49,0.0012,-765.0,-0.02,-0.01,0.31,0.0114,-0.0769,Sell
2021-05-10,PRNT,SGL CARBON SE,SGL,92824.0,0.74,7.93,0.0013,-2871.0,-0.02,-0.02,0.08,0.0102,0.0,Sell
2021-05-10,PRNT,SIEMENS AG-REG,SIE,30646.0,5.38,175.55,0.0098,-945.0,-0.17,0.04,6.49,0.0384,0.0208,Sell
2021-05-10,PRNT,SLM SOLUTIONS GROUP AG,AM3D,1230242.0,27.45,22.32,0.0499,-38061.0,-0.85,-0.85,0.0,0.0,-0.0177,Sell
2021-05-10,PRNT,STRATASYS LTD,SSYS,698477.0,14.0,20.05,0.0255,-21609.0,-0.43,-0.09,0.48,0.0245,0.0079,Sell
2021-05-10,PRNT,STRAUMANN HOLDING AG-REG,STMN,19958.0,30.51,1528.56,0.0555,-612.0,-0.94,-0.26,32.66,0.0218,0.0036,Sell
2021-05-10,PRNT,STRYKER CORP,SYK,20006.0,5.1,254.78,0.0093,-612.0,-0.16,-0.14,0.65,0.0026,-0.0106,Sell
2021-05-10,PRNT,TORAY INDUSTRIES INC,3402,110908.0,0.72,6.48,0.0013,-2700.0,-0.02,-0.01,0.07,0.0109,0.0,Sell
2021-05-10,PRNT,TRIMBLE INC,TRMB,309389.0,24.54,79.33,0.0446,-9567.0,-0.76,0.33,3.41,0.0449,0.0253,Sell
2021-05-10,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,93732.0,4.7,50.14,0.0085,-2898.0,-0.15,0.05,2.07,0.0431,0.0241,Sell
2021-05-10,PRNT,UNITED PARCEL SERVICE-CL B,UPS,28589.0,6.22,217.5,0.0113,-882.0,-0.19,-0.11,2.72,0.0127,-0.0088,Sell
2021-05-10,PRNT,VOESTALPINE AG,VOE,15868.0,0.74,46.36,0.0013,-486.0,-0.02,-0.0,1.07,0.0236,0.0,Sell
2021-05-10,PRNT,XEROX HOLDINGS CORP,XRX UN,28252.0,0.69,24.47,0.0013,-873.0,-0.02,-0.02,0.15,0.0062,0.0,Sell
