date,fund,company,ticker,shares,value,stockPrice,weight,deltaShares,flowValue,deltaValue,deltaPrice,deltaPricePercent,deltaWeight,action
2/4/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,768636.0,241.89,314.7,0.0315,12166.0,3.83,1.9,-2.55,-0.008,-0.0248,Buy
2/4/2021,ARKW,SQUARE INC - A,SQ,1266024.0,300.96,237.72,0.0392,20048.0,4.77,16.95,9.78,0.0429,0.0262,Buy
2/4/2021,ARKW,SYNOPSYS INC,SNPS,275219.0,74.33,270.09,0.0097,4354.0,1.18,2.5,4.88,0.0184,0.0,Buy
2/4/2021,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,598324.0,76.68,128.15,0.01,9478.0,1.21,1.6,0.65,0.0051,-0.0099,Buy
2/4/2021,ARKW,TELADOC HEALTH INC,TDOC,1145897.0,317.23,276.84,0.0413,18144.0,5.02,11.15,5.43,0.02,0.0049,Buy
2/4/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,2828831.0,269.84,95.39,0.0351,44800.0,4.27,8.14,1.39,0.0148,-0.0028,Buy
2/4/2021,ARKW,TESLA INC,TSLA,841560.0,715.32,849.99,0.0932,13328.0,11.33,7.44,-4.7,-0.0055,-0.02,Buy
2/4/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,100115.0,85.5,854.02,0.0111,1582.0,1.35,2.82,14.87,0.0177,0.0,Buy
2/4/2021,ARKW,TWILIO INC - A,TWLO,377484.0,150.8,399.49,0.0196,5978.0,2.39,6.1,9.99,0.0256,0.0103,Buy
2/4/2021,ARKW,TWITTER INC,TWTR,1522494.0,86.04,56.51,0.0112,24122.0,1.36,4.25,1.93,0.0354,0.0182,Buy
2/4/2021,ARKW,UNITY SOFTWARE INC,U,591119.0,88.56,149.81,0.0115,9366.0,1.4,2.26,1.48,0.01,-0.0086,Buy
2/4/2021,ARKW,ZILLOW GROUP INC - C,Z,961363.0,142.86,148.6,0.0186,15232.0,2.26,5.87,3.81,0.0263,0.0109,Buy
2/4/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,374094.0,145.89,389.98,0.019,5922.0,2.31,5.81,9.51,0.025,0.0106,Buy
